# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_10	cds	65160	67790	+	OAKKFK_00198		Valine--tRNA ligase	SO:0001217, UniRef:UniRef50_P36420
contig_10	cds	67803	69074	+	OAKKFK_00199		tetrahydrofolate synthase	SO:0001217, UniRef:UniRef50_Q2FXR9
contig_10	cds	69344	70051	+	OAKKFK_00200		Type III leader peptidase family protein	SO:0001217, UniRef:UniRef50_A0A077UH67
contig_10	cds	70048	70602	+	OAKKFK_00201	radC	DNA repair protein, RadC	SO:0001217, UniRef:UniRef50_A0A133QAD4
contig_12	cds	1415	1711	+	OAKKFK_00202	tfoX	TfoX N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1R1
contig_12	cds	1919	2521	+	OAKKFK_00203		DUF5079 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6G4N7I9
contig_12	cds	2788	5940	+	OAKKFK_00204		ATPase	SO:0001217, UniRef:UniRef50_Q4A109
contig_12	cds	5997	6479	+	OAKKFK_00205		DUF3278 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1Q3
contig_12	cds	6685	7671	+	OAKKFK_00206		1-phosphatidylinositol phosphodiesterase	SO:0001217, UniRef:UniRef50_Q2G1Q2
contig_12	cds	7892	8662	+	OAKKFK_00207		Uncharacterized lipoprotein SA0398	SO:0001217, UniRef:UniRef50_Q7A7G4
contig_12	cds	8730	9497	+	OAKKFK_00208		Uncharacterized lipoprotein SA0398	SO:0001217, UniRef:UniRef50_Q7A7G4
contig_12	cds	9564	10331	+	OAKKFK_00209		Uncharacterized lipoprotein SAOUHSC_00052	SO:0001217, UniRef:UniRef50_Q2G1Q1
contig_12	cds	10428	12665	+	OAKKFK_00210		Uncharacterized HTH-type transcriptional regulator SACOL0084	SO:0001217, UniRef:UniRef50_Q5HJR8
contig_12	cds	12816	13994	+	OAKKFK_00211	yxeP	Putative hydrolase YxeP	SO:0001217, UniRef:UniRef50_A0A1W7A8D6
contig_12	cds	13996	15384	+	OAKKFK_00212	norB	Quinolone resistance protein NorB	SO:0001217, UniRef:UniRef50_Q2FYJ5
contig_12	cds	15868	17535	-	OAKKFK_00213	phoU	PhoU domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1P4
contig_12	cds	17854	19629	-	OAKKFK_00214		Oleate hydratase	SO:0001217, UniRef:UniRef50_B5XK69
contig_12	cds	19803	20675	-	OAKKFK_00215	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1P2
contig_12	cds	20857	22185	+	OAKKFK_00216	norG	HTH-type transcriptional regulator NorG	SO:0001217, UniRef:UniRef50_Q2G1P1
contig_12	cds	22375	22848	+	OAKKFK_00217		DUF1648 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1P0
contig_12	cds	23110	24702	+	OAKKFK_00218		L-lactate permease	SO:0001217, UniRef:UniRef50_Q9K5Z9
contig_12	cds	25031	26383	-	OAKKFK_00219	spa	staphylococcal protein A	BlastRules:WP_000728764, BlastRules:WP_039643602, BlastRules:WP_050329707, BlastRules:WP_050345001, BlastRules:WP_075773664, BlastRules:WP_083328546, BlastRules:WP_088808460, SO:0001217, UniRef:UniRef50_C0STU4
contig_12	cds	26804	27556	-	OAKKFK_00220	sarS	HTH-type transcriptional regulator SarS	BlastRules:WP_000876756, SO:0001217, UniRef:UniRef50_Q2G1N7
contig_12	cds	27925	28923	-	OAKKFK_00221	sirC	staphyloferrin B ABC transporter permease subunit SirC	BlastRules:WP_000136636, SO:0001217, UniRef:UniRef50_A0A389V9I4
contig_12	cds	28920	29915	-	OAKKFK_00222	sirB	staphyloferrin B ABC transporter permease subunit SirB	BlastRules:WP_000925002, SO:0001217, UniRef:UniRef50_A0A0H2WZW5
contig_12	cds	29931	30923	-	OAKKFK_00223	sirA	staphyloferrin B ABC transporter substrate-binding protein SirA	BlastRules:WP_001045111, SO:0001217, UniRef:UniRef50_S2XE72
contig_12	cds	31154	32134	+	OAKKFK_00224	sbnA	2,3-diaminopropionate biosynthesis protein SbnA	BlastRules:WP_000570808, SO:0001217, UniRef:UniRef50_Q2G1N3
contig_12	cds	32131	33141	+	OAKKFK_00225	sbnB	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase SbnB	BlastRules:WP_001078456, EC:1.5.1.51, SO:0001217, UniRef:UniRef50_Q2G1N2
contig_12	cds	33162	34916	+	OAKKFK_00226		Staphyloferrin B synthase	SO:0001217, UniRef:UniRef50_Q2G1N1
contig_12	cds	34993	36165	+	OAKKFK_00227	sbnD	staphyloferrin B export MFS transporter	BlastRules:WP_000572580, SO:0001217, UniRef:UniRef50_Q2G1N0
contig_12	cds	36155	37891	+	OAKKFK_00228	sbnE	L-2,3-diaminopropanoate--citrate ligase SbnE	BlastRules:WP_001179886, SO:0001217, UniRef:UniRef50_Q2G1M9
contig_12	cds	37872	39650	+	OAKKFK_00229	sbnF	3-(L-alanin-3-ylcarbamoyl)-2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxypropanoate synthase SbnF	BlastRules:WP_001795559, SO:0001217, UniRef:UniRef50_Q2G1M8
contig_12	cds	39622	40401	+	OAKKFK_00230	sbnG	staphyloferrin B biosynthesis citrate synthase SbnG	BlastRules:WP_001549999, SO:0001217, UniRef:UniRef50_Q2G1M7
contig_12	cds	40401	41603	+	OAKKFK_00231	sbnH	staphyloferrin B biosynthesis decarboxylase SbnH	BlastRules:WP_001223700, SO:0001217, UniRef:UniRef50_Q2G1M6
contig_12	cds	41607	42371	+	OAKKFK_00232	sbnI	L-serine kinase SbnI	BlastRules:WP_001015549, SO:0001217, UniRef:UniRef50_Q2G1M5
contig_12	cds	42567	43193	+	OAKKFK_00233		MFS transporter	SO:0001217, UniRef:UniRef50_Q2G1M2
contig_12	cds	43405	44181	+	OAKKFK_00234		Diacetyl reductase [(S)-acetoin forming]	SO:0001217, UniRef:UniRef50_C8P593
contig_12	cds	44526	45497	+	OAKKFK_00235		NAD-dependent dehydratase	SO:0001217, UniRef:UniRef50_Q2MGY5
contig_12	cds	45460	46152	+	OAKKFK_00236		Bacterial sugar transferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G287
contig_12	cds	46362	47528	+	OAKKFK_00237	epsF	Exopolysaccharide biosynthesis glycosyltransferase EpsF	SO:0001217, UniRef:UniRef50_A0AAJ4YWB0
contig_12	cds	47509	48747	+	OAKKFK_00238		O-Antigen ligase family protein	SO:0001217, UniRef:UniRef50_A0A380FVR4
contig_12	cds	48737	50167	+	OAKKFK_00239		Polysaccharide biosynthesis protein C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G262
contig_12	cds	50435	51034	+	OAKKFK_00240		Superoxide dismutase [Mn/Fe] 2	SO:0001217, UniRef:UniRef50_Q2G261
contig_12	cds	51401	52126	+	OAKKFK_00241	sasD	cell-wall-anchored protein SasD	BlastRules:WP_070002951, SO:0001217, UniRef:UniRef50_Q2G260
contig_12	cds	52317	53057	-	OAKKFK_00242		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_S2XH22
contig_12	cds	53308	54015	+	OAKKFK_00243		Purine nucleoside phosphorylase DeoD-type	SO:0001217, UniRef:UniRef50_Q894Z3
contig_12	cds	54016	55374	+	OAKKFK_00244	tet(38)	tetracycline efflux MFS transporter Tet(38)	NCBIProtein:BAF77019.1, SO:0001217, UniRef:UniRef50_A0A658WD55
contig_13	cds	231	437	-	OAKKFK_00245		Phage protein	SO:0001217, UniRef:UniRef50_A0A0N9BAW9
contig_13	cds	451	693	-	OAKKFK_00246		Phage conserved Open Reading Frame 51	SO:0001217, UniRef:UniRef50_A0A380EII9
contig_13	cds	699	953	-	OAKKFK_00247		DUF3310 domain-containing protein	SO:0001217, UniRef:UniRef50_B2ZYW4
contig_13	cds	953	1354	-	OAKKFK_00248		hypothetical protein	
contig_13	cds	1354	1539	-	OAKKFK_00249		Phage protein	SO:0001217, UniRef:UniRef50_G5JH61
contig_13	cds	1552	3513	-	OAKKFK_00250		DNA polymerase	SO:0001217, UniRef:UniRef50_B5WZM5
contig_13	cds	3572	4129	-	OAKKFK_00251		Phage-associated protein	SO:0001217, UniRef:UniRef50_B8I925
contig_13	cds	4155	5321	-	OAKKFK_00252		DUF2800 domain-containing protein	SO:0001217, UniRef:UniRef50_B5WZM3
contig_13	cds	5318	5680	-	OAKKFK_00253		hypothetical protein	
contig_13	cds	5695	6018	-	OAKKFK_00254		Conserved virulence factor B-like winged helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9E8GBK8
contig_13	cds	6097	6258	-	OAKKFK_00255		hypothetical protein	
contig_13	cds	6271	6534	-	OAKKFK_00256		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0AAE8Z0C4
contig_13	cds	6561	6776	-	OAKKFK_00257		Phage protein	SO:0001217, UniRef:UniRef50_A0A898CJM3
contig_13	cds	6831	7196	+	OAKKFK_00258		Phage protein	SO:0001217, UniRef:UniRef50_A0A3A0VN01
contig_13	cds	7165	7410	-	OAKKFK_00259		hypothetical protein	PFAM:PF11195.14
contig_13	cds	7439	8215	-	OAKKFK_00260		Rha family regulatory protein	SO:0001217, UniRef:UniRef50_A0A9X9P507
contig_13	cds	8229	8465	-	OAKKFK_00261		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W6JQK5
contig_13	cds	8617	8931	+	OAKKFK_00262		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAU0NAD6
contig_13	cds	8944	9405	+	OAKKFK_00263	irrE	IrrE N-terminal-like domain-containing protein	SO:0001217, UniRef:UniRef50_M9NUH9
contig_13	cds	9423	10007	+	OAKKFK_00264		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0U1MS86
contig_13	cds	10258	10383	+	OAKKFK_00265		hypothetical protein	
contig_13	cds	10380	10994	-	OAKKFK_00266		ATPase	SO:0001217, UniRef:UniRef50_O80069
contig_13	cds	11120	12325	+	OAKKFK_00267		Phage integrase family protein	SO:0001217, UniRef:UniRef50_A0A380GP38
contig_13	cds	12368	14395	-	OAKKFK_00268		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A6A8G120
contig_13	cds	14388	15014	-	OAKKFK_00269		Lipoprotein, putative	SO:0001217, UniRef:UniRef50_A0AAU9H0X1
contig_15	tRNA	147	223	+	OAKKFK_00270	trnI	tRNA-Ile(gat)	SO:0000263
contig_15	tRNA	242	317	+	OAKKFK_00271	trnA	tRNA-Ala(tgc)	SO:0000254
contig_15	tRNA	339	412	+	OAKKFK_00272	trnM	tRNA-Met(cat)	SO:0000266
contig_15	tRNA	441	514	+	OAKKFK_00273	trnI	tRNA-Ile2(cat)	SO:0000263
contig_15	tRNA	524	613	+	OAKKFK_00274	trnS	tRNA-Ser(tga)	SO:0000269
contig_16	cds	354	638	+	OAKKFK_00275		MW1603 protein	SO:0001217, UniRef:UniRef50_Q2FXS3
contig_16	cds	1112	1585	+	OAKKFK_00276		DUF4930 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J3ZXU8
contig_16	cds	1977	2819	+	OAKKFK_00277	mreC	Cell shape-determining protein MreC	SO:0001217, UniRef:UniRef50_A0A7Z7YX61
contig_16	cds	2819	3349	+	OAKKFK_00278		Cell-shape determining protein	SO:0001217, UniRef:UniRef50_A0A0D0RNW4
contig_16	cds	3585	3893	+	OAKKFK_00279		Large ribosomal subunit protein bL21	SO:0001217, UniRef:UniRef50_Q6F123
contig_16	cds	3899	4219	+	OAKKFK_00280		Ribosomal processing cysteine protease Prp	SO:0001217, UniRef:UniRef50_A0A380H4K0
contig_16	cds	4231	4515	+	OAKKFK_00281		Large ribosomal subunit protein bL27	SO:0001217, UniRef:UniRef50_Q4A5L3
contig_16	cds	4869	6161	+	OAKKFK_00282		GTPase Obg	SO:0001217, UniRef:UniRef50_P20964
contig_16	cds	6171	6629	+	OAKKFK_00283		UPF0735 ACT domain-containing protein SAOUHSC-01752	SO:0001217, UniRef:UniRef50_Q2FXT2
contig_16	cds	6643	7245	+	OAKKFK_00284	ruvA	Holliday junction branch migration complex subunit RuvA	SO:0001217, UniRef:UniRef50_Q2FXT3
contig_16	cds	7277	8281	+	OAKKFK_00285	ruvB	Holliday junction branch migration complex subunit RuvB	SO:0001217, UniRef:UniRef50_Q254B4
contig_16	cds	8283	9308	+	OAKKFK_00286		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_A8AYK5
contig_16	cds	9331	10470	+	OAKKFK_00287		Queuine tRNA-ribosyltransferase	SO:0001217, UniRef:UniRef50_A0A1Q6QU40
contig_16	cds	10489	10749	+	OAKKFK_00288	yajC	Preprotein translocase subunit YajC	SO:0001217, UniRef:UniRef50_B9DNG6
contig_16	cds	11024	13303	+	OAKKFK_00289		Multifunctional fusion protein	SO:0001217, UniRef:UniRef50_A0A4P6ZWP2
contig_16	cds	13506	15779	+	OAKKFK_00290	recJ	Single-stranded-DNA-specific exonuclease RecJ	SO:0001217, UniRef:UniRef50_A0AAP8TSV1
contig_16	cds	15801	16319	+	OAKKFK_00291		Adenine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q1G9R7
contig_16	cds	16726	18936	+	OAKKFK_00292		GTP pyrophosphokinase	SO:0001217, UniRef:UniRef50_A0A2N6SH02
contig_16	cds	18948	19400	+	OAKKFK_00293		D-aminoacyl-tRNA deacylase	SO:0001217, UniRef:UniRef50_Q2FXU2
contig_16	cds	19397	20272	+	OAKKFK_00294	lytH	putative cell wall amidase LytH	SO:0001217, UniRef:UniRef50_Q2FXU3
contig_16	cds	20733	21995	+	OAKKFK_00295		Histidine--tRNA ligase	SO:0001217, UniRef:UniRef50_O32039
contig_16	cds	22011	23777	+	OAKKFK_00296		Aspartate--tRNA(Asp/Asn) ligase	SO:0001217, UniRef:UniRef50_B7GFR1
contig_16	ncRNA	23855	24045	+	OAKKFK_00297	6S	6S / SsrS RNA	RFAM:RF00013, SO:0000655
contig_16	cds	24238	25011	+	OAKKFK_00298		Molybdopterin and thiamine biosynthesis family	SO:0001217, UniRef:UniRef50_A0A2S5CXU7
contig_16	cds	25172	26446	-	OAKKFK_00299		Replication-associated recombination protein A	SO:0001217, UniRef:UniRef50_A0A1S0ZBL1
contig_16	cds	26531	26953	+	OAKKFK_00300		Rrf2 family transcriptional regulator	SO:0001217, UniRef:UniRef50_B9E703
contig_16	cds	27053	27235	+	OAKKFK_00301		hypothetical protein	PFAM:PF05532.17
contig_16	cds	27275	27421	+	OAKKFK_00302		hypothetical protein	
contig_16	cds	27658	28671	-	OAKKFK_00303		LLM class flavin-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0D6HHK7
contig_16	cds	28983	30125	+	OAKKFK_00304		cysteine desulfurase	SO:0001217, UniRef:UniRef50_A0A0D6XSI4
contig_16	cds	30126	31244	+	OAKKFK_00305	mnmA	tRNA-specific 2-thiouridylase MnmA	SO:0001217, UniRef:UniRef50_Q812R6
contig_16	ncRNA	31316	31532	-	OAKKFK_00306	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_16	cds	31939	32607	+	OAKKFK_00307		hypothetical protein	PFAM:PF00515.34, PFAM:PF01535.26, PFAM:PF06552.18, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13174.12, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13374.12, PFAM:PF13414.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13431.12, PFAM:PF13432.12, PFAM:PF14559.12, PFAM:PF14561.12, PFAM:PF20308.4, PFAM:PF21545.3, PFAM:PF23914.1
contig_16	cds	32609	35086	+	OAKKFK_00308	recD2	ATP-dependent RecD2 DNA helicase	SO:0001217, UniRef:UniRef50_A0A654AZ37
contig_16	ncRNA-region	35120	35297	+			T-box leader	RFAM:RF00230, SO:0000140
contig_16	cds	35429	38059	+	OAKKFK_00309		Alanine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q03ER8
contig_16	cds	38122	38382	+	OAKKFK_00310		hypothetical protein	
contig_16	cds	38386	38814	+	OAKKFK_00311		Putative pre-16S rRNA nuclease	SO:0001217, UniRef:UniRef50_Q8DRE2
contig_16	cds	38829	39137	+	OAKKFK_00312		UPF0473 protein SAOUHSC_01719	SO:0001217, UniRef:UniRef50_Q2FXW2
contig_16	cds	39422	40060	+	OAKKFK_00313		tRNA 5-hydroxyuridine methyltransferase	SO:0001217, UniRef:UniRef50_A0A2A1K8K5
contig_16	cds	40063	40986	+	OAKKFK_00314		tRNA hydroxylation protein P2	SO:0001217, UniRef:UniRef50_O32035
contig_16	cds	40998	42266	+	OAKKFK_00315		tRNA hydroxylation protein P1	SO:0001217, UniRef:UniRef50_O32034
contig_16	cds	42266	42889	+	OAKKFK_00316		Uridine kinase	SO:0001217, UniRef:UniRef50_Q74KI9
contig_16	cds	42917	43393	+	OAKKFK_00317	greA	Transcription elongation factor GreA	SO:0001217, UniRef:UniRef50_Q2FXW7
contig_16	cds	43719	44453	+	OAKKFK_00318	pxpB	5-oxoprolinase subunit PxpB	SO:0001217, UniRef:UniRef50_A0A9X0PF13
contig_16	cds	44443	45453	+	OAKKFK_00319		Carboxyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXW9
contig_16	cds	45455	45904	+	OAKKFK_00320		hypothetical protein	PFAM:PF00364.28, PFAM:PF13375.12
contig_16	cds	45918	47279	+	OAKKFK_00321		Biotin carboxylase	SO:0001217, UniRef:UniRef50_A0A2T4PV93
contig_16	cds	47279	48031	+	OAKKFK_00322		5-oxoprolinase subunit A	SO:0001217, UniRef:UniRef50_B9E7M7
contig_16	cds	48044	49273	+	OAKKFK_00323		Divalent metal cation transporter	SO:0001217, UniRef:UniRef50_Q5HNU7
contig_16	cds	49562	50782	+	OAKKFK_00324		Fido domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXX4
contig_16	ncRNA	51240	51490	+	OAKKFK_00325	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_16	cds	51489	51962	+	OAKKFK_00326		hypothetical protein	PFAM:PF01123.25
contig_16	cds	52111	52299	+	OAKKFK_00327		hypothetical protein	PFAM:PF02876.24
contig_16	cds	52501	52770	-	OAKKFK_00328		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2FXX6
contig_16	cds	53084	53770	+	OAKKFK_00329		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	SO:0001217, UniRef:UniRef50_Q4L6V0
contig_16	cds	53790	54317	+	OAKKFK_00330		Haloacid dehalogenase	SO:0001217, UniRef:UniRef50_A0A511WLT8
contig_16	cds	54318	55418	+	OAKKFK_00331	yqeH	Uncharacterized protein YqeH	SO:0001217, UniRef:UniRef50_P54453
contig_16	cds	55432	56238	+	OAKKFK_00332		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_Q5HNV1
contig_16	cds	56242	56532	+	OAKKFK_00333		RNA-binding protein	SO:0001217, UniRef:UniRef50_A0A099WAK3
contig_16	cds	56535	57104	+	OAKKFK_00334		putative nicotinate-nucleotide adenylyltransferase	SO:0001217, UniRef:UniRef50_Q2FXY3
contig_16	cds	57094	57678	+	OAKKFK_00335		bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	SO:0001217, UniRef:UniRef50_A0A143P804
contig_16	cds	57679	58032	+	OAKKFK_00336	rsfS	Ribosomal silencing factor RsfS	SO:0001217, UniRef:UniRef50_A0A380HMQ6
contig_16	cds	58035	58751	+	OAKKFK_00337		Methyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_B9DNI4
contig_16	cds	58800	59477	+	OAKKFK_00338	comE	ComE operon protein 1	SO:0001217, UniRef:UniRef50_A0A9P2YX25
contig_16	cds	59599	60030	+	OAKKFK_00339		hypothetical protein	PFAM:PF00383.29
contig_16	cds	60035	62236	+	OAKKFK_00340		Competence protein ComEC	SO:0001217, UniRef:UniRef50_A0A6K1MRM3
contig_16	cds	62293	63267	+	OAKKFK_00341		DNA polymerase III subunit delta	SO:0001217, UniRef:UniRef50_K9AV25
contig_16	cds	63312	63563	-	OAKKFK_00342		Small ribosomal subunit protein bS20	SO:0001217, UniRef:UniRef50_A0AAP8PMH8
contig_16	cds	63909	65732	+	OAKKFK_00343		Elongation factor 4	SO:0001217, UniRef:UniRef50_Q5SKA7
contig_16	ncRNA	65800	66046	-	OAKKFK_00344	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_16	cds	66265	67422	+	OAKKFK_00345	hemW	Heme chaperone HemW	SO:0001217, UniRef:UniRef50_A0A0D6HI97
contig_16	cds	67523	68500	+	OAKKFK_00346	hrcA	Heat-inducible transcription repressor HrcA	SO:0001217, UniRef:UniRef50_P68792
contig_16	cds	68532	69158	+	OAKKFK_00347	grpE	Protein GrpE	SO:0001217, UniRef:UniRef50_A0A134A646
contig_16	cds	69227	71059	+	OAKKFK_00348	dnaK	Chaperone protein DnaK	SO:0001217, UniRef:UniRef50_Q56235
contig_16	cds	71195	72334	+	OAKKFK_00349	dnaJ	Chaperone protein DnaJ	SO:0001217, UniRef:UniRef50_P95830
contig_16	cds	72338	73276	+	OAKKFK_00350		Ribosomal protein L11 methyltransferase	SO:0001217, UniRef:UniRef50_Q2FXZ4
contig_16	cds	73278	74030	+	OAKKFK_00351		Ribosomal RNA small subunit methyltransferase E	SO:0001217, UniRef:UniRef50_A0A1D4GHQ0
contig_16	cds	74037	75383	+	OAKKFK_00352	mtaB	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	SO:0001217, UniRef:UniRef50_P54462
contig_16	cds	75676	75852	+	OAKKFK_00353		Small ribosomal subunit protein bS21	SO:0001217, UniRef:UniRef50_A0A3A9KAP7
contig_16	cds	76072	76779	+	OAKKFK_00354		NfeD-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FXZ8
contig_16	cds	76797	77786	+	OAKKFK_00355	floA	Flotillin-like protein FloA	SO:0001217, UniRef:UniRef50_B3ETU2
contig_16	cds	77803	78501	+	OAKKFK_00356		Iron transporter	SO:0001217, UniRef:UniRef50_Q2FY00
contig_16	cds	78805	79752	+	OAKKFK_00357		PhoH-like protein	SO:0001217, UniRef:UniRef50_A0A0G4K927
contig_16	cds	79753	80220	+	OAKKFK_00358	ybeY	Endoribonuclease YbeY	SO:0001217, UniRef:UniRef50_Q8Y747
contig_16	cds	80223	80567	+	OAKKFK_00359		Diacylglycerol kinase	SO:0001217, UniRef:UniRef50_A0A239Z539
contig_16	cds	80578	80982	+	OAKKFK_00360		Cytidine deaminase	SO:0001217, UniRef:UniRef50_A0A1W7AC49
contig_16	cds	80983	81882	+	OAKKFK_00361		GTPase Era	SO:0001217, UniRef:UniRef50_P0A3C1
contig_16	cds	81910	82656	+	OAKKFK_00362	recO	DNA repair protein RecO	SO:0001217, UniRef:UniRef50_Q49Y09
contig_16	cds	82806	84197	-	OAKKFK_00363		Glycine--tRNA ligase	SO:0001217, UniRef:UniRef50_B9E6V6
contig_16	cds	84616	85155	+	OAKKFK_00364		hypothetical protein	PFAM:PF00571.33
contig_16	cds	85166	85984	+	OAKKFK_00365		Putative pyruvate, phosphate dikinase regulatory protein	SO:0001217, UniRef:UniRef50_Q2FY10
contig_16	cds	86045	87862	+	OAKKFK_00366		DNA primase	SO:0001217, UniRef:UniRef50_O05338
contig_16	cds	88086	89192	+	OAKKFK_00367	sigA	RNA polymerase sigma factor SigA	SO:0001217, UniRef:UniRef50_P52329
contig_16	cds	89323	90000	+	OAKKFK_00368		tRNA-m1A22 methylase	SO:0001217, UniRef:UniRef50_A0A380FYY8
contig_16	cds	90003	91103	+	OAKKFK_00369		GTP cyclohydrolase 1 type 2-like protein	SO:0001217, UniRef:UniRef50_P67272
contig_16	cds	91217	92563	+	OAKKFK_00370	cshB	DEAD-box ATP-dependent RNA helicase CshB	SO:0001217, UniRef:UniRef50_Q2FY15
contig_16	cds	92573	93463	+	OAKKFK_00371		putative endonuclease 4	SO:0001217, UniRef:UniRef50_B1YL88
contig_16	cds	93589	94374	+	OAKKFK_00372		ATP-binding cassette domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W7AC50
contig_16	cds	94407	95279	+	OAKKFK_00373		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A380G8P2
contig_16	cds	95266	95676	+	OAKKFK_00374		Ferric uptake regulation protein	SO:0001217, UniRef:UniRef50_A0A078M170
contig_16	cds	95952	96551	+	OAKKFK_00375		Superoxide dismutase	SO:0001217, UniRef:UniRef50_A0A954NBV0
contig_16	cds	96672	98747	+	OAKKFK_00376		Putative penicillin-binding protein	SO:0001217, UniRef:UniRef50_P83331
contig_16	cds	98860	99009	+	OAKKFK_00377		Large ribosomal subunit protein bL33A	SO:0001217, UniRef:UniRef50_Q818J0
contig_16	cds	99164	99757	+	OAKKFK_00378		5-formyltetrahydrofolate cyclo-ligase	SO:0001217, UniRef:UniRef50_Q2FY23
contig_16	cds	99769	101232	+	OAKKFK_00379		Rhomboid family protein	SO:0001217, UniRef:UniRef50_A0A4U9T9N5
contig_16	cds	101413	102399	+	OAKKFK_00380		Glucokinase	SO:0001217, UniRef:UniRef50_Q56198
contig_16	cds	102399	102728	+	OAKKFK_00381		Thiamine-binding protein domain-containing protein	SO:0001217, UniRef:UniRef50_C8W5K0
contig_16	cds	102725	103348	+	OAKKFK_00382		Hydroxyacylglutathione hydrolase	SO:0001217, UniRef:UniRef50_A0AAE5M3A5
contig_16	cds	103400	104374	+	OAKKFK_00383		Bacterial type II secretion system protein E domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FY30
contig_16	cds	104346	105416	+	OAKKFK_00384	gspF	Type II secretion system protein GspF domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2I6
contig_16	cds	105430	105741	+	OAKKFK_00385	comG	ComG operon protein 3	SO:0001217, UniRef:UniRef50_A0A380G8S0
contig_16	cds	105731	106165	+	OAKKFK_00386		Type II secretion system protein	SO:0001217, UniRef:UniRef50_Q2G2I7
contig_16	cds	106152	106451	+	OAKKFK_00387		Competence protein ComGE	SO:0001217, UniRef:UniRef50_A0A2K4AGD7
contig_16	cds	106492	106866	+	OAKKFK_00388		hypothetical protein	PFAM:PF15980.10
contig_16	cds	107099	107623	+	OAKKFK_00389		Shikimate kinase	SO:0001217, UniRef:UniRef50_Q5HP11
contig_16	ncRNA-region	107610	107707	+			Glycine riboswitch aptamer	RFAM:RF00504, SO:0000035
contig_16	cds	107782	108873	+	OAKKFK_00390		Aminomethyltransferase	SO:0001217, UniRef:UniRef50_Q2FY33
contig_16	cds	108893	110239	+	OAKKFK_00391		putative glycine dehydrogenase (decarboxylating) subunit 1	SO:0001217, UniRef:UniRef50_Q71ZX3
contig_16	cds	110232	111704	+	OAKKFK_00392		putative glycine dehydrogenase (decarboxylating) subunit 2	SO:0001217, UniRef:UniRef50_A0A7X1ZRP3
contig_16	cds	112069	112455	-	OAKKFK_00393		Rhodanese domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FY36
contig_16	cds	112613	113443	+	OAKKFK_00394	lipM	Octanoyltransferase LipM	SO:0001217, UniRef:UniRef50_P54511
contig_16	cds	113507	113725	-	OAKKFK_00395		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A161UCU0
contig_16	cds	113739	114320	-	OAKKFK_00396		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A9Q2QLD5
contig_16	cds	114425	115486	+	OAKKFK_00397		Proline dipeptidase	SO:0001217, UniRef:UniRef50_A0A0D6XTL2
